,attentive cat,img1,img2
141,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face248.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1386.jpg
142,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2793.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene504.jpg
143,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene786.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1642.jpg
144,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene2730.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1881.jpg
145,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3547.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3081.jpg
146,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene780.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3473.jpg
147,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene584.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1083.jpg
148,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene764.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1318.jpg
149,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3513.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face590.jpg
150,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3482.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1021.jpg
151,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene2115.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face542.jpg
152,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene724.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2991.jpg
153,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1604.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face628.jpg
154,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1282.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3100.jpg
155,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face339.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1442.jpg
156,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1023.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene648.jpg
157,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3323.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene1300.jpg
158,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2907.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3290.jpg
159,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2976.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene805.jpg
160,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face2.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1264.jpg
161,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2934.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3305.jpg
162,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1938.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene501.jpg
163,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3634.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene329.jpg
164,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3346.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene997.jpg
165,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face868.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3198.jpg
166,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face275.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene57.jpg
167,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face501.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3148.jpg
168,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face485.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3495.jpg
169,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3347.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3110.jpg
170,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2296.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3353.jpg
171,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face489.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3334.jpg
172,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2478.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene506.jpg
173,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1616.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1277.jpg
174,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face953.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3324.jpg
175,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2276.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3329.jpg
176,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene922.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2807.jpg
177,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3472.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1586.jpg
178,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1233.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face163.jpg
179,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene87.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face1421.jpg
180,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3549.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1003.jpg
