Marker,Timestamp
1.0,4798.938164431
1.0,4798.954941521
1.0,4798.971558884
1.0,4798.988222925
1.0,4799.004756778
1.0,4799.021582733
1.0,4799.042364283
1.0,4799.054824388
1.0,4799.071526355
1.0,4799.08813606
1.0,4799.10480156
1.0,4799.12152176
1.0,4799.138197106
1.0,4799.155092349
1.0,4799.171375308
1.0,4799.188148021
1.0,4799.204753715
1.0,4799.221359408
1.0,4799.238133216
1.0,4799.254766989
1.0,4799.271237389
1.0,4799.288078661
1.0,4799.304463363
1.0,4799.322017568
1.0,4799.337741485
1.0,4799.355044066
1.0,4799.371212883
1.0,4799.388058166
1.0,4799.40445235
1.0,4799.42130602
1.0,4799.437768033
1.0,4799.454728917
1.0,4799.471389311
1.0,4799.487727701
1.0,4799.504558397
1.0,4799.520994518
1.0,4799.537658194
1.0,4799.554387147
1.0,4799.571335996
1.0,4799.587799833
1.0,4799.604415737
1.0,4799.620921146
1.0,4799.637868172
1.0,4799.654404943
1.0,4799.671071172
1.0,4799.687718073
1.0,4799.704210719
1.0,4799.720938577
1.0,4799.737826527
1.0,4799.75416601
1.0,4799.770921219
1.0,4799.787493362
1.0,4799.804104526
1.0,4799.821300259
1.0,4799.837443913
1.0,4799.854048513
1.0,4799.870688121
1.0,4799.887710634
1.0,4799.904150402
1.0,4799.920717075
1.0,4799.937396797
1.0,4799.954131949
1.0,4799.970722691
1.0,4799.987465137
1.0,4800.004060255
1.0,4800.020706062
1.0,4800.041765492
1.0,4800.05386129
1.0,4800.070628533
1.0,4800.08729768
1.0,4800.103689311
1.0,4800.120503232
1.0,4800.137198999
1.0,4800.153923576
1.0,4800.17081736
1.0,4800.187590073
1.0,4800.203993739
1.0,4800.22074603
1.0,4800.237262744
1.0,4800.253935537
1.0,4800.270645162
1.0,4800.287273101
1.0,4800.303735114
1.0,4800.320568362
1.0,4800.337324665
1.0,4800.353870917
1.0,4800.370310321
1.0,4800.386788379
1.0,4800.403840795
1.0,4800.420370273
1.0,4800.436810405
1.0,4800.453648759
1.0,4800.470591774
1.0,4800.487241228
1.0,4800.503628119
1.0,4800.520546701
1.0,4800.536809968
1.0,4800.553705575
1.0,4800.570196397
1.0,4800.586527493
1.0,4800.603552559
1.0,4800.620576166
1.0,4800.636762123
1.0,4800.653335725
1.0,4800.670276917
1.0,4800.687462803
1.0,4800.703401147
1.0,4800.719866077
1.0,4800.736675258
1.0,4800.753248131
1.0,4800.77003069
1.0,4800.786805227
1.0,4800.803308083
1.0,4800.81999838
1.0,4800.836674456
1.0,4800.853243317
1.0,4800.870195814
1.0,4800.886421155
1.0,4800.903263885
1.0,4800.919888541
1.0,4800.936252822
1.0,4800.9533428
1.0,4800.969792778
1.0,4800.986464842
1.0,4801.003242661
1.0,4801.020039807
1.0,4801.041536843
1.0,4801.053199775
1.0,4801.069931281
1.0,4801.086582194
1.0,4801.102753928
1.0,4801.120006914
1.0,4801.136549519
1.0,4801.153000956
1.0,4801.16969563
1.0,4801.18645558
1.0,4801.202780111
1.0,4801.21979059
1.0,4801.236420717
1.0,4801.253096792
1.0,4801.269510668
1.0,4801.286031029
1.0,4801.303604196
